time,price_ADA-PERP,price_BTC-PERP,price_ETH-PERP
2021-10-13T09:00:00.000000,2.1115,54901.0,3450.4
2021-10-13T10:00:00.000000,2.112895,54670.0,3451.1
2021-10-13T11:00:00.000000,2.12374,55230.0,3469.6
2021-10-13T12:00:00.000000,2.12348,55072.0,3471.0
2021-10-13T13:00:00.000000,2.11001,54907.0,3442.9
2021-10-13T14:00:00.000000,2.11815,55799.0,3489.1
2021-10-13T15:00:00.000000,2.115915,56179.0,3486.4
2021-10-13T16:00:00.000000,2.11614,56965.0,3494.7
2021-10-13T17:00:00.000000,2.142225,56886.0,3512.3
2021-10-13T18:00:00.000000,2.15453,56991.0,3514.5
2021-10-13T19:00:00.000000,2.156945,57290.0,3524.3
2021-10-13T20:00:00.000000,2.15583,57020.0,3576.9
2021-10-13T21:00:00.000000,2.17606,57558.0,3575.4
2021-10-13T22:00:00.000000,2.19061,57415.0,3607.6
2021-10-13T23:00:00.000000,2.189985,57404.0,3610.9
2021-10-14T00:00:00.000000,2.1806,57745.0,3606.4
2021-10-14T01:00:00.000000,2.19176,58339.0,3650.3
2021-10-14T02:00:00.000000,2.18452,58267.0,3639.5
2021-10-14T03:00:00.000000,2.17611,58122.0,3646.9
2021-10-14T04:00:00.000000,2.17337,58041.0,3656.7
2021-10-14T05:00:00.000000,2.175535,57990.0,3639.2
2021-10-14T06:00:00.000000,2.179355,57723.0,3628.4
2021-10-14T07:00:00.000000,2.169545,57416.0,3633.6
2021-10-14T08:00:00.000000,2.174005,57508.0,3647.1
2021-10-14T09:00:00.000000,2.16961,57448.0,3633.6
2021-10-14T10:00:00.000000,2.17211,57697.0,3642.3
2021-10-14T11:00:00.000000,2.194675,57677.0,3739.3
2021-10-14T12:00:00.000000,2.20285,57602.0,3739.1
2021-10-14T13:00:00.000000,2.20399,57436.0,3770.2
2021-10-14T14:00:00.000000,2.208545,57423.0,3794.0
2021-10-14T15:00:00.000000,2.20215,57358.0,3810.8
2021-10-14T16:00:00.000000,2.186635,57132.0,3785.1
2021-10-14T17:00:00.000000,2.19006,57216.0,3793.0
2021-10-14T18:00:00.000000,2.19471,58111.0,3803.4
2021-10-14T19:00:00.000000,2.182815,57874.0,3793.8
2021-10-14T20:00:00.000000,2.16634,57463.0,3760.0
2021-10-14T21:00:00.000000,2.174005,57798.0,3780.5
2021-10-14T22:00:00.000000,2.17574,57624.0,3785.8
2021-10-14T23:00:00.000000,2.174675,57382.0,3794.2
2021-10-15T00:00:00.000000,2.153135,57074.0,3769.0
2021-10-15T01:00:00.000000,2.15302,57286.0,3751.6
2021-10-15T02:00:00.000000,2.180245,59143.0,3835.3
2021-10-15T03:00:00.000000,2.17649,59466.0,3824.1
2021-10-15T04:00:00.000000,2.19829,59665.0,3826.0
2021-10-15T05:00:00.000000,2.20786,59630.0,3855.6
2021-10-15T06:00:00.000000,2.195175,59715.0,3831.0
2021-10-15T07:00:00.000000,2.198715,59284.0,3807.7
2021-10-15T08:00:00.000000,2.15697,58995.0,3767.2
2021-10-15T09:00:00.000000,2.153905,59380.0,3783.9
2021-10-15T10:00:00.000000,2.15628,59321.0,3785.3
2021-10-15T11:00:00.000000,2.16444,59562.0,3781.3
2021-10-15T12:00:00.000000,2.15309,59318.0,3770.7
2021-10-15T13:00:00.000000,2.16619,60025.0,3817.2
2021-10-15T14:00:00.000000,2.170405,60100.0,3811.6
2021-10-15T15:00:00.000000,2.220565,60096.0,3790.8
2021-10-15T16:00:00.000000,2.23204,61483.0,3867.0
2021-10-15T17:00:00.000000,2.21568,61787.0,3858.8
2021-10-15T18:00:00.000000,2.225325,61685.0,3882.1
2021-10-15T19:00:00.000000,2.21984,61482.0,3850.2
2021-10-15T20:00:00.000000,2.235615,62586.0,3884.1
2021-10-15T21:00:00.000000,2.21224,61250.0,3841.6
2021-10-15T22:00:00.000000,2.216145,61308.0,3850.6
2021-10-15T23:00:00.000000,2.21937,61710.0,3871.7
2021-10-16T00:00:00.000000,2.225905,61455.0,3846.6
2021-10-16T01:00:00.000000,2.226325,61382.0,3836.3
2021-10-16T02:00:00.000000,2.232295,61652.0,3855.9
2021-10-16T03:00:00.000000,2.214605,61667.0,3844.9
2021-10-16T04:00:00.000000,2.213965,61757.0,3836.0
2021-10-16T05:00:00.000000,2.213705,62154.0,3856.2
2021-10-16T06:00:00.000000,2.215015,61905.0,3851.0
2021-10-16T07:00:00.000000,2.207695,61787.0,3855.5
2021-10-16T08:00:00.000000,2.227335,61580.0,3943.0
2021-10-16T09:00:00.000000,2.22847,61477.0,3937.7
2021-10-16T10:00:00.000000,2.23048,61587.0,3940.7
2021-10-16T11:00:00.000000,2.24432,61649.0,3960.3
2021-10-16T12:00:00.000000,2.200645,60707.0,3900.8
2021-10-16T13:00:00.000000,2.21387,61034.0,3921.7
2021-10-16T14:00:00.000000,2.213025,60911.0,3901.0
2021-10-16T15:00:00.000000,2.207125,60973.0,3911.3
2021-10-16T16:00:00.000000,2.206755,60689.0,3899.9
2021-10-16T17:00:00.000000,2.19342,60606.0,3872.0
